Level,id,RealClass,parent_id,ParentClass,grandparent_id,GrandparentClass
6,n03057021,coat,n03863923,overgarment,n03419014,garment
7,n03404251,fur coat,n03057021,coat,n03863923,overgarment
7,n04049405,raincoat,n03057021,coat,n03863923,overgarment
8,n04479046,trench coat,n04049405,raincoat,n03057021,coat
7,n03630383,lab coat,n03057021,coat,n03863923,overgarment
5,n04370048,sweater,n03419014,garment,n03051540,clothing
6,n04021028,pullover,n04370048,sweater,n03419014,garment
7,n04370456,sweatshirt,n04021028,pullover,n04370048,sweater
6,n02963159,cardigan,n04370048,sweater,n03419014,garment
5,n04097866,robe,n03419014,garment,n03051540,clothing
6,n03617480,kimono,n04097866,robe,n03419014,garment
6,n02667093,abaya,n04097866,robe,n03419014,garment
5,n04197391,shirt,n03419014,garment,n03051540,clothing
6,n03595614,jersey,n04197391,shirt,n03419014,garment
5,n03188531,diaper,n03419014,garment,n03051540,clothing
4,n03490324,handwear,n03051540,clothing,n03122748,covering
5,n03441112,glove,n03490324,handwear,n03051540,clothing
6,n03775071,mitten,n03441112,glove,n03490324,handwear
4,n03502509,headdress,n03051540,clothing,n03122748,covering
5,n03513137,helmet,n03502509,headdress,n03051540,clothing
6,n03127747,crash helmet,n03513137,helmet,n03502509,headdress
6,n03379051,football helmet,n03513137,helmet,n03502509,headdress
5,n02954340,cap,n03502509,headdress,n03051540,clothing
6,n02807133,bathing cap,n02954340,cap,n03502509,headdress
6,n03787032,mortarboard,n02954340,cap,n03502509,headdress
6,n04209133,shower cap,n02954340,cap,n03502509,headdress
5,n03497657,hat,n03502509,headdress,n03051540,clothing
6,n02869837,bonnet,n03497657,hat,n03502509,headdress
6,n02817516,bearskin,n03497657,hat,n03502509,headdress
6,n03124170,cowboy hat,n03497657,hat,n03502509,headdress
6,n04259630,sombrero,n03497657,hat,n03502509,headdress
5,n03540267,hosiery,n03381126,footwear,no_id,no_grandparent
6,n04434932,tights,n03540267,hosiery,n03381126,footwear
6,n04254777,sock,n03540267,hosiery,n03381126,footwear
6,n04323819,stocking,n03540267,hosiery,n03381126,footwear
7,n03026506,christmas stocking,n04323819,stocking,n03540267,hosiery
4,n04509592,uniform,n03051540,clothing,n03122748,covering
5,n03763968,military uniform,n04509592,uniform,n03051540,clothing
4,n03825080,nightwear,n03051540,clothing,n03122748,covering
5,n03877472,pajama,n03825080,nightwear,n03051540,clothing
4,n02728440,apparel,n03051540,clothing,n03122748,covering
5,n04603872,workwear,n02728440,apparel,n03051540,clothing
6,n03594734,jean,n04603872,workwear,n02728440,apparel
4,n04596852,woman's clothing,n03051540,clothing,n03122748,covering
5,n03236735,dress,n04596852,woman's clothing,n03051540,clothing
5,n02892767,brassiere,n04596852,woman's clothing,n03051540,clothing
3,n04014297,protective covering,n03122748,covering,n00021939,artifact
4,n04192858,shield,n04014297,protective covering,n03122748,covering
6,n02740764,armor plate,n03959701,plate,no_id,no_grandparent
8,n03929855,pickelhaube,n03513376,helmet,no_id,no_grandparent
7,n02895154,breastplate,n02740764,armor plate,n03959701,plate
5,n03657121,lens cap,n02955065,cap,no_id,no_grandparent
4,n04105068,roof,n04014297,protective covering,n03122748,covering
5,n04435653,tile roof,n04105068,roof,n04014297,protective covering
5,n03220513,dome,n04105068,roof,n04014297,protective covering
5,n04417672,thatch,n04105068,roof,n04014297,protective covering
5,n04523525,vault,n04105068,roof,n04014297,protective covering
4,n02851099,blind,n04014297,protective covering,n03122748,covering
5,n04589190,window blind,n02851099,blind,n04014297,protective covering
6,n04590129,window shade,n04589190,window blind,n02851099,blind
4,n02840245,binder,n04014297,protective covering,n03122748,covering
4,n04181718,shade,n04014297,protective covering,n03122748,covering
5,n03637318,lampshade,n04181718,shade,n04014297,protective covering
5,n03788365,mosquito net,n04151581,screen,no_id,no_grandparent
5,n04589890,window screen,n04151581,screen,no_id,no_grandparent
5,n03347037,fire screen,n04151581,screen,no_id,no_grandparent
4,n02739668,armor,n04014297,protective covering,n03122748,covering
5,n02862048,body armor,n02739668,armor,n04014297,protective covering
6,n03146219,cuirass,n02862048,body armor,n02739668,armor
6,n03000247,chain mail,n02862048,body armor,n02739668,armor
5,n03424325,gasmask,n03725035,mask,no_id,no_grandparent
5,n03314378,face mask,n03725035,mask,no_id,no_grandparent
6,n04229816,ski mask,n03314378,face mask,n03725035,mask
4,n04187061,sheath,n04014297,protective covering,n03122748,covering
5,n03527444,holster,n04187061,sheath,n04014297,protective covering
5,n04141327,scabbard,n04187061,sheath,n04014297,protective covering
5,n02843684,birdhouse,n04191943,shelter,no_id,no_grandparent
5,n02825657,bell cote,n04191943,shelter,no_id,no_grandparent
5,n02951843,canopy,n04191943,shelter,no_id,no_grandparent
6,n04507155,umbrella,n02951843,canopy,n04191943,shelter
3,n04453910,top,n03122748,covering,n00021939,artifact
4,n03717622,manhole cover,n04453910,top,n03122748,covering
5,n02877765,bottlecap,n02954938,cap,no_id,no_grandparent
5,n03825788,nipple,n02954938,cap,no_id,no_grandparent
2,n03873064,padding,n00021939,artifact,fall11,root_name
3,n03151500,cushion,n03873064,padding,n00021939,artifact
4,n03938244,pillow,n03151500,cushion,n03873064,padding
2,n03076708,commodity,n00021939,artifact,fall11,root_name
3,n03093574,consumer goods,n03076708,commodity,n00021939,artifact
4,n03257877,durables,n03093574,consumer goods,n03076708,commodity
5,n02729837,appliance,n03257877,durables,n03093574,consumer goods
6,n03251766,dryer,n02729837,appliance,n03257877,durables
7,n03483316,hand blower,n03251766,dryer,n02729837,appliance
6,n03528263,home appliance,n02729837,appliance,n03257877,durables
7,n04179913,sewing machine,n03528263,home appliance,n02729837,appliance
7,n03584829,iron,n03528263,home appliance,n02729837,appliance
7,n03620052,kitchen appliance,n03528263,home appliance,n02729837,appliance
8,n03063338,coffee maker,n03620052,kitchen appliance,n03528263,home appliance
9,n03297495,espresso maker,n03063338,coffee maker,n03620052,kitchen appliance
8,n03761084,microwave,n03620052,kitchen appliance,n03528263,home appliance
8,n03862676,oven,n03620052,kitchen appliance,n03528263,home appliance
9,n03259280,dutch oven,n03862676,oven,n03620052,kitchen appliance
9,n04111531,rotisserie,n03862676,oven,n03620052,kitchen appliance
8,n04442312,toaster,n03620052,kitchen appliance,n03528263,home appliance
8,n04542943,waffle iron,n03620052,kitchen appliance,n03528263,home appliance
7,n04517823,vacuum,n03528263,home appliance,n02729837,appliance
7,n04580493,white goods,n03528263,home appliance,n02729837,appliance
8,n03207941,dishwasher,n04580493,white goods,n03528263,home appliance
8,n04070727,refrigerator,n04580493,white goods,n03528263,home appliance
8,n04554684,washer,n04580493,white goods,n03528263,home appliance
3,n03252064,drygoods,n03076708,commodity,n00021939,artifact
5,n03672352,linen,n04580298,white goods,no_id,no_grandparent
6,n02807260,bath linen,n03672352,linen,n04580298,white goods
2,n03302121,excavation,n00021939,artifact,fall11,root_name
3,n03982060,pool,n03302121,excavation,n00021939,artifact
2,n03169390,decoration,n00021939,artifact,fall11,root_name
3,n02681518,adornment,n03169390,decoration,n00021939,artifact
4,n03597469,jewelry,n02681518,adornment,n03169390,decoration
5,n03814906,necklace,n03597469,jewelry,n02681518,adornment
3,n03178782,design,n03169390,decoration,n00021939,artifact
4,n03282591,emblem,n03178782,design,n03169390,decoration
2,n03964744,plaything,n00021939,artifact,fall11,root_name
3,n04399382,teddy,n03964744,plaything,n00021939,artifact
2,n00022903,article,n00021939,artifact,fall11,root_name
3,n04550840,ware,n00022903,article,n00021939,artifact
4,n04381994,tableware,n04550840,ware,n00022903,article
5,n03153375,cutlery,n04381994,tableware,n04550840,ware
5,n03133538,crockery,n04381994,tableware,n04550840,ware
2,n04362025,surface,n00021939,artifact,fall11,root_name
3,n03536348,horizontal surface,n04362025,surface,n00021939,artifact
4,n03961939,platform,n03536348,horizontal surface,n04362025,surface
5,n04296562,stage,n03961939,platform,n03536348,horizontal surface
1,n00004475,organism,fall11,root_name,no_id,no_grandparent
3,n13083586,vascular plant,n00017222,plant,no_id,no_grandparent
4,n11552386,spermatophyte,n13083586,vascular plant,n00017222,plant
5,n11665372,angiosperm,n11552386,spermatophyte,n13083586,vascular plant
6,n11669921,flower,n11665372,angiosperm,n11552386,spermatophyte
7,n11939491,daisy,n11669921,flower,n11665372,angiosperm
7,n12041446,orchid,n11669921,flower,n11665372,angiosperm
8,n12056217,lady's slipper,n12041446,orchid,n11669921,flower
9,n12057211,yellow lady's slipper,n12056217,lady's slipper,n12041446,orchid
2,n12992868,fungus,n00004475,organism,fall11,root_name
3,n13052670,hen-of-the-woods,n12992868,fungus,n00004475,organism
3,n13044778,earthstar,n12992868,fungus,n00004475,organism
3,n12985857,coral fungus,n12992868,fungus,n00004475,organism
3,n13040303,stinkhorn,n12992868,fungus,n00004475,organism
3,n13037406,gyromitra,n12992868,fungus,n00004475,organism
3,n13054560,bolete,n12992868,fungus,n00004475,organism
3,n12997654,basidiomycete,n12992868,fungus,n00004475,organism
4,n12998815,agaric,n12997654,basidiomycete,n12992868,fungus
2,n00007846,person,n00004475,organism,fall11,root_name
3,n09613191,contestant,n00007846,person,n00004475,organism
4,n09820263,athlete,n09613191,contestant,n00007846,person
5,n09835506,ballplayer,n09820263,athlete,n09613191,contestant
3,n10072708,explorer,n00007846,person,n00004475,organism
4,n10019552,diver,n10072708,explorer,n00007846,person
5,n10565667,scuba diver,n10019552,diver,n10072708,explorer
3,n09626238,peer,n00007846,person,n00004475,organism
4,n09816771,associate,n09626238,peer,n00007846,person
5,n10401829,participant,n09816771,associate,n09626238,peer
6,n10148035,groom,n10401829,participant,n09816771,associate
2,n00015388,animal,n00004475,organism,fall11,root_name
3,n01905661,invertebrate,n00015388,animal,n00004475,organism
4,n01767661,arthropod,n01905661,invertebrate,n00015388,animal
5,n01768244,trilobite,n01767661,arthropod,n01905661,invertebrate
5,n01769347,arachnid,n01767661,arthropod,n01905661,invertebrate
6,n01770081,harvestman,n01769347,arachnid,n01767661,arthropod
6,n01770393,scorpion,n01769347,arachnid,n01767661,arthropod
6,n01772222,spider,n01769347,arachnid,n01767661,arthropod
7,n01773157,black and gold garden spider,n01772222,spider,n01769347,arachnid
7,n01773549,barn spider,n01772222,spider,n01769347,arachnid
7,n01773797,garden spider,n01772222,spider,n01769347,arachnid
7,n01774384,black widow,n01772222,spider,n01769347,arachnid
7,n01774750,tarantula,n01772222,spider,n01769347,arachnid
7,n01775062,wolf spider,n01772222,spider,n01769347,arachnid
6,n01776192,acarine,n01769347,arachnid,n01767661,arthropod
7,n01776313,tick,n01776192,acarine,n01769347,arachnid
5,n01784675,centipede,n01767661,arthropod,n01905661,invertebrate
5,n01974773,crustacean,n01767661,arthropod,n01905661,invertebrate
6,n01975687,malacostracan crustacean,n01974773,crustacean,n01767661,arthropod
7,n01990800,isopod,n01975687,malacostracan crustacean,n01974773,crustacean
6,n01976146,decapod crustacean,n01974773,crustacean,n01767661,arthropod
7,n01976957,crab,n01976146,decapod crustacean,n01974773,crustacean
8,n01978287,dungeness crab,n01976957,crab,n01976146,decapod crustacean
8,n01978455,rock crab,n01976957,crab,n01976146,decapod crustacean
8,n01980166,fiddler crab,n01976957,crab,n01976146,decapod crustacean
8,n01981276,king crab,n01976957,crab,n01976146,decapod crustacean
7,n01982650,lobster,n01976146,decapod crustacean,n01974773,crustacean
8,n01983048,true lobster,n01982650,lobster,n01976146,decapod crustacean
9,n01983481,american lobster,n01983048,true lobster,n01982650,lobster
8,n01984695,spiny lobster,n01982650,lobster,n01976146,decapod crustacean
7,n01985128,crayfish,n01976146,decapod crustacean,n01974773,crustacean
7,n01986214,hermit crab,n01976146,decapod crustacean,n01974773,crustacean
5,n02159955,insect,n01767661,arthropod,n01905661,invertebrate
6,n02164464,beetle,n02159955,insect,n01767661,arthropod
7,n02165105,tiger beetle,n02164464,beetle,n02159955,insect
7,n02165456,ladybug,n02164464,beetle,n02159955,insect
7,n02167151,ground beetle,n02164464,beetle,n02159955,insect
7,n02168699,long-horned beetle,n02164464,beetle,n02159955,insect
7,n02169497,leaf beetle,n02164464,beetle,n02159955,insect
7,n02171453,lamellicorn beetle,n02164464,beetle,n02159955,insect
8,n02171869,scarabaeid beetle,n02171453,lamellicorn beetle,n02164464,beetle
9,n02172182,dung beetle,n02171869,scarabaeid beetle,n02171453,lamellicorn beetle
9,n02174001,rhinoceros beetle,n02171869,scarabaeid beetle,n02171453,lamellicorn beetle
7,n02177972,weevil,n02164464,beetle,n02159955,insect
6,n02188699,dipterous insect,n02159955,insect,n01767661,arthropod
7,n02190166,fly,n02188699,dipterous insect,n02159955,insect
6,n02206270,hymenopterous insect,n02159955,insect,n01767661,arthropod
7,n02219486,ant,n02206270,hymenopterous insect,n02159955,insect
7,n02206856,bee,n02206270,hymenopterous insect,n02159955,insect
6,n02226183,orthopterous insect,n02159955,insect,n01767661,arthropod
7,n02226429,grasshopper,n02226183,orthopterous insect,n02159955,insect
7,n02229544,cricket,n02226183,orthopterous insect,n02159955,insect
6,n02231052,phasmid,n02159955,insect,n01767661,arthropod
7,n02231487,walking stick,n02231052,phasmid,n02159955,insect
6,n02232951,dictyopterous insect,n02159955,insect,n01767661,arthropod
7,n02233338,cockroach,n02232951,dictyopterous insect,n02159955,insect
7,n02236044,mantis,n02232951,dictyopterous insect,n02159955,insect
6,n02246011,homopterous insect,n02159955,insect,n01767661,arthropod
7,n02256656,cicada,n02246011,homopterous insect,n02159955,insect
7,n02259212,leafhopper,n02246011,homopterous insect,n02159955,insect
6,n02263378,neuropteron,n02159955,insect,n01767661,arthropod
7,n02264363,lacewing,n02263378,neuropteron,n02159955,insect
6,n02268148,odonate,n02159955,insect,n01767661,arthropod
7,n02268443,dragonfly,n02268148,odonate,n02159955,insect
7,n02268853,damselfly,n02268148,odonate,n02159955,insect
6,n02274024,lepidopterous insect,n02159955,insect,n01767661,arthropod
7,n02274259,butterfly,n02274024,lepidopterous insect,n02159955,insect
8,n02274822,nymphalid,n02274259,butterfly,n02274024,lepidopterous insect
9,n02276258,admiral,n02274822,nymphalid,n02274259,butterfly
8,n02277742,ringlet,n02274259,butterfly,n02274024,lepidopterous insect
8,n02279637,danaid,n02274259,butterfly,n02274024,lepidopterous insect
9,n02279972,monarch,n02279637,danaid,n02274259,butterfly
8,n02280458,pierid,n02274259,butterfly,n02274024,lepidopterous insect
9,n02280649,cabbage butterfly,n02280458,pierid,n02274259,butterfly
8,n02281406,sulphur butterfly,n02274259,butterfly,n02274024,lepidopterous insect
8,n02281787,lycaenid,n02274259,butterfly,n02274024,lepidopterous insect
4,n01909422,coelenterate,n01905661,invertebrate,n00015388,animal
5,n01910747,jellyfish,n01909422,coelenterate,n01905661,invertebrate
5,n01914163,anthozoan,n01909422,coelenterate,n01905661,invertebrate
6,n01914609,sea anemone,n01914163,anthozoan,n01909422,coelenterate
6,n01915811,coral,n01914163,anthozoan,n01909422,coelenterate
7,n01916925,stony coral,n01915811,coral,n01914163,anthozoan
8,n01917289,brain coral,n01916925,stony coral,n01915811,coral
4,n01922303,worm,n01905661,invertebrate,n00015388,animal
5,n01924916,flatworm,n01922303,worm,n01905661,invertebrate
5,n01930112,nematode,n01922303,worm,n01905661,invertebrate
4,n01940736,mollusk,n01905661,invertebrate,n00015388,animal
5,n01942177,gastropod,n01940736,mollusk,n01905661,invertebrate
6,n01943899,conch,n01942177,gastropod,n01940736,mollusk
6,n01944390,snail,n01942177,gastropod,n01940736,mollusk
6,n01945685,slug,n01942177,gastropod,n01940736,mollusk
6,n01950731,sea slug,n01942177,gastropod,n01940736,mollusk
5,n01955084,chiton,n01940736,mollusk,n01905661,invertebrate
5,n01968315,cephalopod,n01940736,mollusk,n01905661,invertebrate
6,n01968897,chambered nautilus,n01968315,cephalopod,n01940736,mollusk
4,n02316707,echinoderm,n01905661,invertebrate,n00015388,animal
5,n02317335,starfish,n02316707,echinoderm,n01905661,invertebrate
5,n02319095,sea urchin,n02316707,echinoderm,n01905661,invertebrate
5,n02321529,sea cucumber,n02316707,echinoderm,n01905661,invertebrate
3,n01317541,domestic animal,n00015388,animal,n00004475,organism
4,n02121808,domestic cat,n01317541,domestic animal,n00015388,animal
5,n02124075,egyptian cat,n02121808,domestic cat,n01317541,domestic animal
5,n02123394,persian cat,n02121808,domestic cat,n01317541,domestic animal
5,n02123159,tiger cat,n02121808,domestic cat,n01317541,domestic animal
5,n02123597,siamese cat,n02121808,domestic cat,n01317541,domestic animal
5,n02123045,tabby,n02121808,domestic cat,n01317541,domestic animal
4,n02084071,dog,n01317541,domestic animal,n00015388,animal
5,n02087122,hunting dog,n02084071,dog,n01317541,domestic animal
6,n02098550,sporting dog,n02087122,hunting dog,n02084071,dog
7,n02099997,pointer,n02098550,sporting dog,n02087122,hunting dog
8,n02100583,vizsla,n02099997,pointer,n02098550,sporting dog
8,n02100236,german short-haired pointer,n02099997,pointer,n02098550,sporting dog
7,n02100399,setter,n02098550,sporting dog,n02087122,hunting dog
8,n02100735,english setter,n02100399,setter,n02098550,sporting dog
8,n02101006,gordon setter,n02100399,setter,n02098550,sporting dog
8,n02100877,irish setter,n02100399,setter,n02098550,sporting dog
7,n02101108,spaniel,n02098550,sporting dog,n02087122,hunting dog
8,n02102605,water spaniel,n02101108,spaniel,n02098550,sporting dog
9,n02102973,irish water spaniel,n02102605,water spaniel,n02101108,spaniel
8,n02101861,springer spaniel,n02101108,spaniel,n02098550,sporting dog
9,n02102177,welsh springer spaniel,n02101861,springer spaniel,n02101108,spaniel
9,n02102040,english springer,n02101861,springer spaniel,n02101108,spaniel
8,n02101556,clumber,n02101108,spaniel,n02098550,sporting dog
8,n02101388,brittany spaniel,n02101108,spaniel,n02098550,sporting dog
8,n02102318,cocker spaniel,n02101108,spaniel,n02098550,sporting dog
8,n02102480,sussex spaniel,n02101108,spaniel,n02098550,sporting dog
7,n02099029,retriever,n02098550,sporting dog,n02087122,hunting dog
8,n02099601,golden retriever,n02099029,retriever,n02098550,sporting dog
8,n02099849,chesapeake bay retriever,n02099029,retriever,n02098550,sporting dog
8,n02099429,curly-coated retriever,n02099029,retriever,n02098550,sporting dog
8,n02099267,flat-coated retriever,n02099029,retriever,n02098550,sporting dog
8,n02099712,labrador retriever,n02099029,retriever,n02098550,sporting dog
6,n02092468,terrier,n02087122,hunting dog,n02084071,dog
7,n02096294,australian terrier,n02092468,terrier,n02087122,hunting dog
7,n02095050,fox terrier,n02092468,terrier,n02087122,hunting dog
8,n02095314,wire-haired fox terrier,n02095050,fox terrier,n02092468,terrier
7,n02098105,soft-coated wheaten terrier,n02092468,terrier,n02087122,hunting dog
7,n02095412,wirehair,n02092468,terrier,n02087122,hunting dog
8,n02095727,welsh terrier,n02095412,wirehair,n02092468,terrier
9,n02095889,sealyham terrier,n02095727,welsh terrier,n02095412,wirehair
8,n02095570,lakeland terrier,n02095412,wirehair,n02092468,terrier
7,n02096437,dandie dinmont,n02092468,terrier,n02087122,hunting dog
7,n02096051,airedale,n02092468,terrier,n02087122,hunting dog
7,n02098413,lhasa,n02092468,terrier,n02087122,hunting dog
7,n02094433,yorkshire terrier,n02092468,terrier,n02087122,hunting dog
7,n02098286,west highland white terrier,n02092468,terrier,n02087122,hunting dog
7,n02096756,schnauzer,n02092468,terrier,n02087122,hunting dog
8,n02097130,giant schnauzer,n02096756,schnauzer,n02092468,terrier
8,n02097047,miniature schnauzer,n02096756,schnauzer,n02092468,terrier
8,n02097209,standard schnauzer,n02096756,schnauzer,n02092468,terrier
7,n02093056,bullterrier,n02092468,terrier,n02087122,hunting dog
8,n02093256,staffordshire bullterrier,n02093056,bullterrier,n02092468,terrier
8,n02093428,american staffordshire terrier,n02093056,bullterrier,n02092468,terrier
7,n02094114,norfolk terrier,n02092468,terrier,n02087122,hunting dog
7,n02096177,cairn,n02092468,terrier,n02087122,hunting dog
7,n02093859,kerry blue terrier,n02092468,terrier,n02087122,hunting dog
7,n02097298,scotch terrier,n02092468,terrier,n02087122,hunting dog
7,n02096585,boston bull,n02092468,terrier,n02087122,hunting dog
7,n02093647,bedlington terrier,n02092468,terrier,n02087122,hunting dog
7,n02093991,irish terrier,n02092468,terrier,n02087122,hunting dog
7,n02097658,silky terrier,n02092468,terrier,n02087122,hunting dog
7,n02094258,norwich terrier,n02092468,terrier,n02087122,hunting dog
7,n02097474,tibetan terrier,n02092468,terrier,n02087122,hunting dog
7,n02093754,border terrier,n02092468,terrier,n02087122,hunting dog
6,n02087551,hound,n02087122,hunting dog,n02084071,dog
7,n02090475,wolfhound,n02087551,hound,n02087122,hunting dog
8,n02090622,borzoi,n02090475,wolfhound,n02087551,hound
8,n02090721,irish wolfhound,n02090475,wolfhound,n02087551,hound
7,n02092002,scottish deerhound,n02087551,hound,n02087122,hunting dog
7,n02088839,coonhound,n02087551,hound,n02087122,hunting dog
8,n02089078,black-and-tan coonhound,n02088839,coonhound,n02087551,hound
7,n02089555,foxhound,n02087551,hound,n02087122,hunting dog
8,n02089867,walker hound,n02089555,foxhound,n02087551,hound
8,n02089973,english foxhound,n02089555,foxhound,n02087551,hound
7,n02092339,weimaraner,n02087551,hound,n02087122,hunting dog
7,n02091635,otterhound,n02087551,hound,n02087122,hunting dog
7,n02088466,bloodhound,n02087551,hound,n02087122,hunting dog
7,n02091467,norwegian elkhound,n02087551,hound,n02087122,hunting dog
7,n02091831,saluki,n02087551,hound,n02087122,hunting dog
7,n02088094,afghan hound,n02087551,hound,n02087122,hunting dog
7,n02090827,greyhound,n02087551,hound,n02087122,hunting dog
8,n02091134,whippet,n02090827,greyhound,n02087551,hound
8,n02091032,italian greyhound,n02090827,greyhound,n02087551,hound
7,n02088364,beagle,n02087551,hound,n02087122,hunting dog
7,n02088238,basset,n02087551,hound,n02087122,hunting dog
7,n02088632,bluetick,n02087551,hound,n02087122,hunting dog
7,n02090379,redbone,n02087551,hound,n02087122,hunting dog
7,n02091244,ibizan hound,n02087551,hound,n02087122,hunting dog
6,n02087394,rhodesian ridgeback,n02087122,hunting dog,n02084071,dog
5,n02110341,dalmatian,n02084071,dog,n01317541,domestic animal
5,n02112826,corgi,n02084071,dog,n01317541,domestic animal
6,n02113023,pembroke,n02112826,corgi,n02084071,dog
5,n02113978,mexican hairless,n02084071,dog,n01317541,domestic animal
5,n02111277,newfoundland,n02084071,dog,n01317541,domestic animal
5,n02113335,poodle,n02084071,dog,n01317541,domestic animal
6,n02113712,miniature poodle,n02113335,poodle,n02084071,dog
6,n02113624,toy poodle,n02113335,poodle,n02084071,dog
6,n02113799,standard poodle,n02113335,poodle,n02084071,dog
5,n02110806,basenji,n02084071,dog,n01317541,domestic animal
5,n02111129,leonberg,n02084071,dog,n01317541,domestic animal
5,n02112497,griffon,n02084071,dog,n01317541,domestic animal
6,n02112706,brabancon griffon,n02112497,griffon,n02084071,dog
5,n02110958,pug,n02084071,dog,n01317541,domestic animal
5,n02103406,working dog,n02084071,dog,n01317541,domestic animal
6,n02109047,great dane,n02103406,working dog,n02084071,dog
6,n02104523,shepherd dog,n02103406,working dog,n02084071,dog
7,n02105641,old english sheepdog,n02104523,shepherd dog,n02103406,working dog
7,n02106382,bouvier des flandres,n02104523,shepherd dog,n02103406,working dog
7,n02106550,rottweiler,n02104523,shepherd dog,n02103406,working dog
7,n02105505,komondor,n02104523,shepherd dog,n02103406,working dog
7,n02106030,collie,n02104523,shepherd dog,n02103406,working dog
7,n02106166,border collie,n02104523,shepherd dog,n02103406,working dog
7,n02104882,belgian sheepdog,n02104523,shepherd dog,n02103406,working dog
8,n02105162,malinois,n02104882,belgian sheepdog,n02104523,shepherd dog
8,n02105056,groenendael,n02104882,belgian sheepdog,n02104523,shepherd dog
7,n02105855,shetland sheepdog,n02104523,shepherd dog,n02103406,working dog
7,n02105412,kelpie,n02104523,shepherd dog,n02103406,working dog
7,n02105251,briard,n02104523,shepherd dog,n02103406,working dog
7,n02106662,german shepherd,n02104523,shepherd dog,n02103406,working dog
6,n02103841,watchdog,n02103406,working dog,n02084071,dog
7,n02104365,schipperke,n02103841,watchdog,n02103406,working dog
7,n02106966,pinscher,n02103841,watchdog,n02103406,working dog
8,n02107142,doberman,n02106966,pinscher,n02103841,watchdog
8,n02110627,affenpinscher,n02106966,pinscher,n02103841,watchdog
8,n02107312,miniature pinscher,n02106966,pinscher,n02103841,watchdog
7,n02104029,kuvasz,n02103841,watchdog,n02103406,working dog
6,n02109811,sled dog,n02103406,working dog,n02084071,dog
7,n02110185,siberian husky,n02109811,sled dog,n02103406,working dog
7,n02110063,malamute,n02109811,sled dog,n02103406,working dog
6,n02108089,boxer,n02103406,working dog,n02084071,dog
6,n02108422,bull mastiff,n02103406,working dog,n02084071,dog
6,n02109961,eskimo dog,n02103406,working dog,n02084071,dog
6,n02107420,sennenhunde,n02103406,working dog,n02084071,dog
7,n02108000,entlebucher,n02107420,sennenhunde,n02103406,working dog
7,n02107683,bernese mountain dog,n02107420,sennenhunde,n02103406,working dog
7,n02107574,greater swiss mountain dog,n02107420,sennenhunde,n02103406,working dog
7,n02107908,appenzeller,n02107420,sennenhunde,n02103406,working dog
6,n02109525,saint bernard,n02103406,working dog,n02084071,dog
6,n02108254,mastiff,n02103406,working dog,n02084071,dog
7,n02108551,tibetan mastiff,n02108254,mastiff,n02103406,working dog
6,n02108672,bulldog,n02103406,working dog,n02084071,dog
7,n02108915,french bulldog,n02108672,bulldog,n02103406,working dog
5,n02111626,spitz,n02084071,dog,n01317541,domestic animal
6,n02112018,pomeranian,n02111626,spitz,n02084071,dog
6,n02112350,keeshond,n02111626,spitz,n02084071,dog
6,n02112137,chow,n02111626,spitz,n02084071,dog
6,n02111889,samoyed,n02111626,spitz,n02084071,dog
5,n02111500,great pyrenees,n02084071,dog,n01317541,domestic animal
5,n02085374,toy dog,n02084071,dog,n01317541,domestic animal
6,n02086346,toy spaniel,n02085374,toy dog,n02084071,dog
7,n02086910,papillon,n02086346,toy spaniel,n02085374,toy dog
7,n02086478,english toy spaniel,n02086346,toy spaniel,n02085374,toy dog
8,n02086646,blenheim spaniel,n02086478,english toy spaniel,n02086346,toy spaniel
6,n02086079,pekinese,n02085374,toy dog,n02084071,dog
6,n02085936,maltese dog,n02085374,toy dog,n02084071,dog
6,n02087046,toy terrier,n02085374,toy dog,n02084071,dog
6,n02085782,japanese spaniel,n02085374,toy dog,n02084071,dog
6,n02086240,shih-tzu,n02085374,toy dog,n02084071,dog
6,n02085620,chihuahua,n02085374,toy dog,n02084071,dog
3,n01466257,chordate,n00015388,animal,n00004475,organism
4,n01471682,vertebrate,n01466257,chordate,n00015388,animal
5,n01861778,mammal,n01471682,vertebrate,n01466257,chordate
6,n01886756,placental,n01861778,mammal,n01471682,vertebrate
7,n02323449,lagomorph,n01886756,placental,n01861778,mammal
8,n02323902,leporid,n02323449,lagomorph,n01886756,placental
9,n02326432,hare,n02323902,leporid,n02323449,lagomorph
9,n02324045,rabbit,n02323902,leporid,n02323449,lagomorph
10,n02328150,angora,n02324045,rabbit,n02323902,leporid
10,n02325366,wood rabbit,n02324045,rabbit,n02323902,leporid
7,n02469914,primate,n01886756,placental,n01861778,mammal
8,n02496913,lemur,n02469914,primate,n01886756,placental
9,n02500267,indri,n02496913,lemur,n02469914,primate
9,n02497673,madagascar cat,n02496913,lemur,n02469914,primate
8,n02470325,ape,n02469914,primate,n01886756,placental
9,n02470899,anthropoid ape,n02470325,ape,n02469914,primate
10,n02483092,lesser ape,n02470899,anthropoid ape,n02470325,ape
11,n02483708,siamang,n02483092,lesser ape,n02470899,anthropoid ape
11,n02483362,gibbon,n02483092,lesser ape,n02470899,anthropoid ape
10,n02480153,great ape,n02470899,anthropoid ape,n02470325,ape
11,n02480495,orangutan,n02480153,great ape,n02470899,anthropoid ape
11,n02481823,chimpanzee,n02480153,great ape,n02470899,anthropoid ape
11,n02480855,gorilla,n02480153,great ape,n02470899,anthropoid ape
